name;MonitoringRef
Avenue de la Plaine;STIF:StopPoint:Q:18813:
Avenue de la Pyramide;STIF:StopPoint:Q:40355:
Avenue de la Sygrie;STIF:StopPoint:Q:11589:
Avenue de l'Embellie;STIF:StopPoint:Q:9605:
Avenue de l'Essonne;STIF:StopPoint:Q:3720:
Avenue de l'Est;STIF:StopPoint:Q:8767:
Avenue de l'Europe - Centre Commercial;STIF:StopPoint:Q:33368:
Avenue de l'Europe 1;STIF:StopPoint:Q:15297:
Avenue de l'Europe 2;STIF:StopPoint:Q:15392:
Avenue de Livry;STIF:StopPoint:Q:18882:
Avenue de Longchamp;STIF:StopPoint:Q:8131:
Avenue de l'Ouest;STIF:StopPoint:Q:486206:
Avenue de Lyon;STIF:StopPoint:Q:33821:
Avenue de Maurepas;STIF:StopPoint:Q:4376:
Avenue de Meaux;STIF:StopPoint:Q:30962:
Avenue de Metz;STIF:StopPoint:Q:26453:
Avenue de Noailles;STIF:StopPoint:Q:21099:
Avenue de Normandie;STIF:StopPoint:Q:29619:
Avenue de Paris;STIF:StopPoint:Q:478588:
Avenue de Rebais;STIF:StopPoint:Q:477709:
Avenue de Rigny;STIF:StopPoint:Q:26020:
Avenue de Rosny;STIF:StopPoint:Q:421198:
Avenue de Saint-Mande;STIF:StopPoint:Q:27096:
Avenue de Savigny;STIF:StopPoint:Q:40907:
Avenue de Senart;STIF:StopPoint:Q:422402:
Avenue de Sens;STIF:StopPoint:Q:33678:
Avenue de Stalingrad;STIF:StopPoint:Q:36587:
Avenue de Surville;STIF:StopPoint:Q:30736:
Avenue de Triel;STIF:StopPoint:Q:477076:
Avenue d'Epone;STIF:StopPoint:Q:32504:
Avenue des Arpents;STIF:StopPoint:Q:8994:
Avenue des Chenes;STIF:StopPoint:Q:411701:
Avenue des Cygnes;STIF:StopPoint:Q:19999:
Avenue des Erables;STIF:StopPoint:Q:426453:
Avenue des Etats-Unis;STIF:StopPoint:Q:6277:
Avenue des Fruitiers;STIF:StopPoint:Q:36900:
Avenue des Grenots;STIF:StopPoint:Q:2988:
Avenue des Landes;STIF:StopPoint:Q:478345:
Avenue des Lorinettes;STIF:StopPoint:Q:427136:
Avenue des Martyrs;STIF:StopPoint:Q:36307:
Avenue des Piliers;STIF:StopPoint:Q:22654:
Avenue des Tilleuls;STIF:StopPoint:Q:38582:
Avenue des Ulis;STIF:StopPoint:Q:424613:
Avenue du 23 Aout;STIF:StopPoint:Q:30507:
Avenue du 8 Mai 1945;STIF:StopPoint:Q:2987:
Avenue du Bois;STIF:StopPoint:Q:11649:
Avenue du Bois d'Amour;STIF:StopPoint:Q:28782:
Avenue du Chateau;STIF:StopPoint:Q:36135:
Avenue du Chatelet;STIF:StopPoint:Q:14882:
Avenue du Clocher;STIF:StopPoint:Q:15098:
Avenue du Coteau - Ecole Normale;STIF:StopPoint:Q:18840:
Avenue du Docteur Lacroix - Mairie;STIF:StopPoint:Q:22424:
Avenue du Fort;STIF:StopPoint:Q:21418:
Avenue du General De Gaulle;STIF:StopPoint:Q:11479:
Avenue du General Leclerc;STIF:StopPoint:Q:20143:
Avenue du Lac;STIF:StopPoint:Q:3724:
Avenue du Large;STIF:StopPoint:Q:419548:
Avenue du Lycee;STIF:StopPoint:Q:20870:
Avenue du Marais;STIF:StopPoint:Q:27043:
Avenue du Marechal Foch;STIF:StopPoint:Q:478208:
Avenue du Marechal Joffre;STIF:StopPoint:Q:40479:
Avenue du Maroc - Universite;STIF:StopPoint:Q:478709:
Avenue du Mont Valerien;STIF:StopPoint:Q:39360:
Avenue du Nid;STIF:StopPoint:Q:413289:
Avenue du Parc;STIF:StopPoint:Q:11040:
Avenue du Piple;STIF:StopPoint:Q:21429:
Avenue du Premier Dragon;STIF:StopPoint:Q:422521:
Avenue du President Kennedy;STIF:StopPoint:Q:41295:
Avenue du Raincy;STIF:StopPoint:Q:27833:
Avenue du Rond-Point;STIF:StopPoint:Q:28470:
Avenue du Stade de France;STIF:StopPoint:Q:37665:
Avenue du Terroir;STIF:StopPoint:Q:8910:
Avenue du Valquiou;STIF:StopPoint:Q:485540:
Avenue du Vieux Chemin de Saint-Denis;STIF:StopPoint:Q:24292:
Avenue emile Zola;STIF:StopPoint:Q:21987:
Avenue et Fort de Montrouge;STIF:StopPoint:Q:24365:
Avenue Foch;STIF:StopPoint:Q:41132:
Avenue Foch/Perclairs;STIF:StopPoint:Q:32722:
Avenue Foch/Rodin;STIF:StopPoint:Q:32737:
Avenue Frot;STIF:StopPoint:Q:479677:
Avenue Galilee;STIF:StopPoint:Q:36336:
Avenue Georges;STIF:StopPoint:Q:489167:
Avenue Henri Martin;STIF:StopPoint:Q:41133:
Avenue Ingres;STIF:StopPoint:Q:25092:
Avenue Janine;STIF:StopPoint:Q:5417:
Avenue Jean Mermoz;STIF:StopPoint:Q:3853:
Avenue Joffre;STIF:StopPoint:Q:10636:
Avenue Ladrette;STIF:StopPoint:Q:427600:
Avenue Le Verrier;STIF:StopPoint:Q:20845:
Avenue Lombart;STIF:StopPoint:Q:26825:
Avenue Louis Roche - N°115-116;STIF:StopPoint:Q:24294:
Avenue Lucie;STIF:StopPoint:Q:485941:
Avenue Marcel Martinie;STIF:StopPoint:Q:40057:
Avenue Marcelle;STIF:StopPoint:Q:421764:
Avenue Mathilde;STIF:StopPoint:Q:14451:
Avenue Paillard;STIF:StopPoint:Q:487514:
Avenue Richerand;STIF:StopPoint:Q:24839:
Avenue Ronsard;STIF:StopPoint:Q:486912:
Avenue Roux;STIF:StopPoint:Q:33836:
Avenue Saint-Marc;STIF:StopPoint:Q:480889:
Avenue Saint-Remy;STIF:StopPoint:Q:24475:
Avenue Victor Hugo - Reine;STIF:StopPoint:Q:25709:
Avenue Victoria;STIF:StopPoint:Q:39549:
Aviation;STIF:StopPoint:Q:27602:
Avocette;STIF:StopPoint:Q:18060:
Avre;STIF:StopPoint:Q:5665:
Avrilmont;STIF:StopPoint:Q:7199:
Avron;STIF:StopPoint:Q:463125:
Babeuf;STIF:StopPoint:Q:36982:
Bac - Babylone;STIF:StopPoint:Q:26354:
Bac - Saint-Placide;STIF:StopPoint:Q:39320:
Bac d'Ablon;STIF:StopPoint:Q:2543:
Bachelard;STIF:StopPoint:Q:23044:
Baconnets - Mirabeau;STIF:StopPoint:Q:22893:
Badaudiere;STIF:StopPoint:Q:3702:
Bagatelle;STIF:StopPoint:Q:4071:
Bagatelle - Pre Catelan;STIF:StopPoint:Q:26083:
Bagneaux;STIF:StopPoint:Q:6006:
Bagneaux sur Loing;STIF:StopPoint:Q:41392:
Bagneaux-sur-Loing;STIF:StopPoint:Q:33553:
Bagneux;STIF:StopPoint:Q:473986:
Bagneux - Lucie Aubrac;STIF:StopPoint:Q:483279:
Baillon;STIF:StopPoint:Q:419551:
Bailly;STIF:StopPoint:Q:481073:
Bajolet;STIF:StopPoint:Q:9170:
Balagny;STIF:StopPoint:Q:15099:
Balancerie;STIF:StopPoint:Q:16365:
Balard;STIF:StopPoint:Q:463051:
Balard - Lecourbe;STIF:StopPoint:Q:25747:
Balizy;STIF:StopPoint:Q:419385:
Ballancourt;STIF:StopPoint:Q:11802:
Ballastiere;STIF:StopPoint:Q:17086:
Ballet;STIF:StopPoint:Q:18838:
Balloches;STIF:StopPoint:Q:12510:
Baloquerie;STIF:StopPoint:Q:21684:
Balsamines;STIF:StopPoint:Q:7418:
Baltique;STIF:StopPoint:Q:2841:
Balto;STIF:StopPoint:Q:32448:
Balzac;STIF:StopPoint:Q:37422:
Balzac - Zola;STIF:StopPoint:Q:24911:
Bancel;STIF:StopPoint:Q:6455:
Banquier;STIF:StopPoint:Q:25741:
Barantonnerie;STIF:StopPoint:Q:31483:
Baratage;STIF:StopPoint:Q:5034:
Baratier;STIF:StopPoint:Q:13098:
Barbara;STIF:StopPoint:Q:35148:
Barbes - Ory;STIF:StopPoint:Q:24451:
Barbes - Rochechouart;STIF:StopPoint:Q:22127:
Barbusse;STIF:StopPoint:Q:40898:
Barbusse - Baudot;STIF:StopPoint:Q:11628:
Barbusse - Croizat;STIF:StopPoint:Q:22536:
Barbusse - Larroumes;STIF:StopPoint:Q:27285:
Barbusse - Larroumes;STIF:StopPoint:Q:27283:
Barbusse - Martre;STIF:StopPoint:Q:36533:
Barbusse - Vedrines;STIF:StopPoint:Q:35176:
Barbusse Cassin;STIF:StopPoint:Q:3733:
Barceleau;STIF:StopPoint:Q:11317:
Bardeaux;STIF:StopPoint:Q:18349:
Barian;STIF:StopPoint:Q:7644:
Barlonges;STIF:StopPoint:Q:6680:
Barneau;STIF:StopPoint:Q:6715:
Barnonville;STIF:StopPoint:Q:425104:
Barnufles - La Piscine;STIF:StopPoint:Q:37123:
Barny;STIF:StopPoint:Q:6611:
Baron de Niviere;STIF:StopPoint:Q:480948:
Baron le Roy;STIF:StopPoint:Q:36482:
Baron Le Roy (rue);STIF:StopPoint:Q:39471:
Baron Roger;STIF:StopPoint:Q:19282:
Barrachin;STIF:StopPoint:Q:5209:
Barrage;STIF:StopPoint:Q:12536:
Barrault;STIF:StopPoint:Q:24147:
Barriere Blanche;STIF:StopPoint:Q:18819:
Barthelemy Durand;STIF:StopPoint:Q:461841:
Bartholome;STIF:StopPoint:Q:5786:
Barthou;STIF:StopPoint:Q:30809:
Bartok;STIF:StopPoint:Q:14033:
Bas;STIF:StopPoint:Q:17511:
Bas / Cote Lainee;STIF:StopPoint:Q:17436:
Bas Caillois;STIF:StopPoint:Q:18383:
Bas Clos;STIF:StopPoint:Q:15776:
Bas Coudray;STIF:StopPoint:Q:477422:
Bas de Pringy;STIF:StopPoint:Q:474179:
Bas de Torfou;STIF:StopPoint:Q:2906:
Bas de Villiers;STIF:StopPoint:Q:11211:
Bas d'Orgemont;STIF:StopPoint:Q:11074:
Bas Fonceaux;STIF:StopPoint:Q:35568:
Bas Meudon;STIF:StopPoint:Q:23255:
Bas Pres;STIF:StopPoint:Q:19345:
Bas Prunay;STIF:StopPoint:Q:423173:
Bas Rochers;STIF:StopPoint:Q:3498:
Bas Rogers;STIF:StopPoint:Q:39362:
Bas Roi;STIF:StopPoint:Q:488312:
Bas Rucourt;STIF:StopPoint:Q:9027:
Bascan;STIF:StopPoint:Q:31282:
Basch - Poulettes;STIF:StopPoint:Q:416618:
Base Aerienne 107;STIF:StopPoint:Q:12688:
Base Aerienne 217;STIF:StopPoint:Q:411594:
Base de Loisirs;STIF:StopPoint:Q:2990:
Base de Loisirs de Creteil;STIF:StopPoint:Q:27064:
Base Olympique;STIF:StopPoint:Q:36511:
Basfroi;STIF:StopPoint:Q:26672:
Basilique de Saint-Denis;STIF:StopPoint:Q:22633:
Basly;STIF:StopPoint:Q:23685:
Bas-Rucourt;STIF:StopPoint:Q:9040:
Bassano;STIF:StopPoint:Q:37393:
Basse Pissotte;STIF:StopPoint:Q:41766:
Basse Quinte;STIF:StopPoint:Q:35832:
Basse Roche;STIF:StopPoint:Q:16088:
Basse Varenne;STIF:StopPoint:Q:30690:
Basses Auges;STIF:StopPoint:Q:34736:
Basses Fermes;STIF:StopPoint:Q:478107:
Basses Meunieres;STIF:StopPoint:Q:13843:
Bassin Fosse;STIF:StopPoint:Q:3696:
Bassin n°2;STIF:StopPoint:Q:413151:
Bassin n°5;STIF:StopPoint:Q:12420:
Baste Seine;STIF:StopPoint:Q:31185:
Bastille;STIF:StopPoint:Q:463562:
Bastille - Beaumarchais;STIF:StopPoint:Q:28401:
Bastille - Faubourg Saint-Antoine;STIF:StopPoint:Q:36553:
Bastille - Henri IV;STIF:StopPoint:Q:463959:
Bastille - Roquette;STIF:StopPoint:Q:473793:
Bastille - Rue Saint-Antoine;STIF:StopPoint:Q:22636:
Bateliere;STIF:StopPoint:Q:33024:
Bateliers;STIF:StopPoint:Q:24940:
Bathes;STIF:StopPoint:Q:11315:
BATICOP;STIF:StopPoint:Q:30390:
Batiment Bresse;STIF:StopPoint:Q:478594:
Batonceau;STIF:StopPoint:Q:31423:
Baudelaire;STIF:StopPoint:Q:26066:
Baudin;STIF:StopPoint:Q:36776:
Bauvinon;STIF:StopPoint:Q:20363:
Baville;STIF:StopPoint:Q:3332:
Bazin;STIF:StopPoint:Q:477550:
Bd Olof Palme;STIF:StopPoint:Q:463370:
Bearn;STIF:StopPoint:Q:417772:
Beau - Mendes France College Georges Brassens;STIF:StopPoint:Q:16907:
Beau de Rochas;STIF:StopPoint:Q:477013:
Beau Jay / Villaines;STIF:StopPoint:Q:40478:
Beau Rivage;STIF:StopPoint:Q:11130:
Beau Site;STIF:StopPoint:Q:15304:
Beaudelet;STIF:StopPoint:Q:16395:
Beaufils Poste;STIF:StopPoint:Q:30238:
Beaujeu;STIF:StopPoint:Q:27874:
Beaulieu;STIF:StopPoint:Q:412087:
Beaumarchais;STIF:StopPoint:Q:37547:
Beaumont;STIF:StopPoint:Q:423518:
Beaumontel;STIF:StopPoint:Q:424594:
Beauplan;STIF:StopPoint:Q:20899:
Beauregard;STIF:StopPoint:Q:40794:
Beauregards;STIF:StopPoint:Q:29169:
Beaurepaire;STIF:StopPoint:Q:3320:
Beausejour;STIF:StopPoint:Q:8067:
Beauvais;STIF:StopPoint:Q:424136:
Beauval;STIF:StopPoint:Q:10882:
Beauvau Remilly;STIF:StopPoint:Q:4129:
Beauvau Remilly;STIF:StopPoint:Q:17558:
Beauvoir;STIF:StopPoint:Q:39958:
Beaux Regards;STIF:StopPoint:Q:10637:
Beaux Soleils;STIF:StopPoint:Q:9016:
Bec Sale;STIF:StopPoint:Q:40698:
Becart;STIF:StopPoint:Q:10660:
Becasse;STIF:StopPoint:Q:41574:
Bechereau;STIF:StopPoint:Q:424779:
Becon les Bruyeres;STIF:StopPoint:Q:41171:
Becquerel;STIF:StopPoint:Q:32696:
Beethoven;STIF:StopPoint:Q:7419:
Beethoven - Concorde;STIF:StopPoint:Q:478996:
Beethoven - Satie;STIF:StopPoint:Q:482453:
Bel Air;STIF:StopPoint:Q:23033:
Bel Air - Gosserots;STIF:StopPoint:Q:28466:
Bel Air - Parc d'Activites;STIF:StopPoint:Q:490382:
Bel Ebat;STIF:StopPoint:Q:3182:
Bel-Air;STIF:StopPoint:Q:22177:
Belambra Club;STIF:StopPoint:Q:9404:
Belfort;STIF:StopPoint:Q:39605:
Belgique Belloy;STIF:StopPoint:Q:32279:
Belle Allee;STIF:StopPoint:Q:30722:
Belle Cote - Lavoir;STIF:StopPoint:Q:17477:
Belle Croix;STIF:StopPoint:Q:16262:
Belle Epine Nord;STIF:StopPoint:Q:11228:
Belle Epine Sud;STIF:StopPoint:Q:35947:
Belle Etoile;STIF:StopPoint:Q:426734:
Belle etoile;STIF:StopPoint:Q:38270:
Belle Etoile - La Pompe;STIF:StopPoint:Q:37231:
Belle Etoile (123);STIF:StopPoint:Q:40665:
Belle Etoile (165);STIF:StopPoint:Q:40666:
Belle Etoile (170);STIF:StopPoint:Q:40141:
Belle Idee;STIF:StopPoint:Q:6500:
Belle Ile;STIF:StopPoint:Q:16859:
Belle Image;STIF:StopPoint:Q:14852:
Belle Ombre;STIF:StopPoint:Q:30987:
Belle Vue;STIF:StopPoint:Q:14487:
Belles Cotes;STIF:StopPoint:Q:12495:
Belles Croix;STIF:StopPoint:Q:2992:
Belles Lances;STIF:StopPoint:Q:417698:
Belles Vues;STIF:StopPoint:Q:415452:
Belleville;STIF:StopPoint:Q:42079:
Belleville - Menilmontant;STIF:StopPoint:Q:37579:
Belleville 1;STIF:StopPoint:Q:4713:
Belleville 2;STIF:StopPoint:Q:4826:
Bellevue;STIF:StopPoint:Q:423641:
Bellevue - Kennedy;STIF:StopPoint:Q:12661:
Bellevue - Montjay;STIF:StopPoint:Q:11371:
Bellini;STIF:StopPoint:Q:28787:
Belloy;STIF:StopPoint:Q:32014:
Belloy Parc;STIF:StopPoint:Q:34965:
Belloy Saint-Martin;STIF:StopPoint:Q:38954:
Belvedere;STIF:StopPoint:Q:10343:
Benainvilliers Grande Rue;STIF:StopPoint:Q:13389:
Bendern;STIF:StopPoint:Q:34249:
Benjamin Constant;STIF:StopPoint:Q:34926:
Benoit Frachon;STIF:StopPoint:Q:27559:
Benoit Malon;STIF:StopPoint:Q:37322:
BenoIt Malon;STIF:StopPoint:Q:490490:
Benoit Malon - Martinets;STIF:StopPoint:Q:24392:
Benserade - CHU de Bicetre;STIF:StopPoint:Q:24485:
Berault;STIF:StopPoint:Q:22105:
Berault - Metro;STIF:StopPoint:Q:27881:
Bercagny;STIF:StopPoint:Q:29660:
Bercail;STIF:StopPoint:Q:32017:
Bercheres;STIF:StopPoint:Q:20046:
Berchevilliers;STIF:StopPoint:Q:4851:
Bercy;STIF:StopPoint:Q:463128:
Bercy - Arena;STIF:StopPoint:Q:463685:
Bercy - Arena;STIF:StopPoint:Q:27046:
Bergere;STIF:StopPoint:Q:23393:
Bergerie;STIF:StopPoint:Q:38766:
Bergerie Nationale;STIF:StopPoint:Q:31858:
Bergeries - Franc Moisin;STIF:StopPoint:Q:25211:
Bergeries - Francs Moisins;STIF:StopPoint:Q:40789:
Bergeries Saint Hubert;STIF:StopPoint:Q:2400:
Bergeronnettes;STIF:StopPoint:Q:33256:
Berges de Montesson;STIF:StopPoint:Q:460455:
Berges de Seine;STIF:StopPoint:Q:413279:
Bergette;STIF:StopPoint:Q:34743:
Bergson;STIF:StopPoint:Q:4179:
Beringier;STIF:StopPoint:Q:413321:
Berionne;STIF:StopPoint:Q:427944:
Berlioz;STIF:StopPoint:Q:34846:
Berlioz - Beethoven;STIF:StopPoint:Q:20858:
Bernard Bataille;STIF:StopPoint:Q:480016:
Bernard de Jussieu;STIF:StopPoint:Q:477551:
Bernard Palissy;STIF:StopPoint:Q:17207:
Berny - Raymond Aron;STIF:StopPoint:Q:26758:
Berry;STIF:StopPoint:Q:23970:
Bertagnes;STIF:StopPoint:Q:6606:
Berteaux;STIF:StopPoint:Q:14381:
Berthault;STIF:StopPoint:Q:411521:
Berthelot;STIF:StopPoint:Q:32020:
Berthelot - Carre Vert;STIF:StopPoint:Q:26188:
Berthelot - Marcel Bec;STIF:StopPoint:Q:482679:
Berthelot - Mitterand;STIF:StopPoint:Q:18735:
Berthereau;STIF:StopPoint:Q:6156:
Berthie Albrecht;STIF:StopPoint:Q:2362:
Berthier;STIF:StopPoint:Q:4125:
Berthier - Rostropovitch;STIF:StopPoint:Q:477226:
Berthiere;STIF:StopPoint:Q:31556:
Berthollet;STIF:StopPoint:Q:19498:
Berthollet - Vauquelin;STIF:StopPoint:Q:25291:
Bertisettes;STIF:StopPoint:Q:12746:
Bertrand Faure;STIF:StopPoint:Q:3238:
Berty Albrecht;STIF:StopPoint:Q:21169:
Besigny;STIF:StopPoint:Q:33927:
Bessancourt;STIF:StopPoint:Q:5318:
Besson - Colombes;STIF:StopPoint:Q:40889:
Bessonville;STIF:StopPoint:Q:7215:
Bethunes Sud;STIF:StopPoint:Q:9088:
Beulle;STIF:StopPoint:Q:32459:
Beuvron;STIF:StopPoint:Q:20362:
Beynes;STIF:StopPoint:Q:417717:
Bezalles D75;STIF:StopPoint:Q:9672:
Bezout;STIF:StopPoint:Q:30478:
Biard;STIF:StopPoint:Q:29605:
Biarritz;STIF:StopPoint:Q:8202:
Bibliotheque;STIF:StopPoint:Q:9757:
Bibliotheque A. Chedid;STIF:StopPoint:Q:463575:
Bibliotheque Chevaleret / François Mitterand;STIF:StopPoint:Q:41515:
Bibliotheque Francois Mitterand Gare;STIF:StopPoint:Q:486410:
Bibliotheque Francois Mitterrand;STIF:StopPoint:Q:463659:
Bibliotheque François Mitterrand;STIF:StopPoint:Q:37556:
Bibliotheque Municipale;STIF:StopPoint:Q:12371:
Bibliotheque Nationale;STIF:StopPoint:Q:29431:
Bibliotheque Nationale de France;STIF:StopPoint:Q:24021:
Bibliotheque Rue Mann;STIF:StopPoint:Q:24013:
Bicentenaire;STIF:StopPoint:Q:27524:
Bicetre;STIF:StopPoint:Q:6367:
Bichereau;STIF:StopPoint:Q:15999:
Bicheret;STIF:StopPoint:Q:15318:
Bickart;STIF:StopPoint:Q:16881:
Bienvenue;STIF:StopPoint:Q:38887:
Bierville;STIF:StopPoint:Q:480094:
Bievre;STIF:StopPoint:Q:17848:
Bievre - La Poterne;STIF:StopPoint:Q:416598:
Bievres;STIF:StopPoint:Q:11553:
Billancourt;STIF:StopPoint:Q:39459:
Billardiere;STIF:StopPoint:Q:41909:
Billehou;STIF:StopPoint:Q:4812:
Billoir;STIF:StopPoint:Q:9234:
Billotte - Falkirk;STIF:StopPoint:Q:39558:
Binaches;STIF:StopPoint:Q:15320:
Bineau - Chateau;STIF:StopPoint:Q:23759:
Bineau - La Saussaye;STIF:StopPoint:Q:23508:
Bio-Climatologie;STIF:StopPoint:Q:5979:
Bir Hakeim;STIF:StopPoint:Q:30816:
Birague;STIF:StopPoint:Q:26173:
Bir-Hakeim;STIF:StopPoint:Q:463578:
Bisseaux;STIF:StopPoint:Q:6007:
Bisset Centre;STIF:StopPoint:Q:6573:
Bisset Entree;STIF:StopPoint:Q:6619:
Bisy;STIF:StopPoint:Q:16860:
Bizet;STIF:StopPoint:Q:3163:
Blaise Montesquiou;STIF:StopPoint:Q:480742:
Blaise Pascal;STIF:StopPoint:Q:20181:
Blaise Pascal - Les Passages;STIF:StopPoint:Q:420821:
Blamecourt;STIF:StopPoint:Q:416823:
Blanc Soleil;STIF:StopPoint:Q:5612:
Blanche;STIF:StopPoint:Q:20420:
Blanche - Calais;STIF:StopPoint:Q:42073:
Blanche de Castille;STIF:StopPoint:Q:4083:
Blancheface;STIF:StopPoint:Q:3463:
Blancheville;STIF:StopPoint:Q:26391:
Blanc-Mesnil;STIF:StopPoint:Q:40630:
Blancs Manteaux;STIF:StopPoint:Q:3108:
Blandy;STIF:StopPoint:Q:485633:
Blanqui - Carnot;STIF:StopPoint:Q:27830:
Blanqui - Salengro;STIF:StopPoint:Q:18969:
Blazy / Viry-Chatillon;STIF:StopPoint:Q:3546:
Bleriot;STIF:StopPoint:Q:480507:
Bleriot - Jean Casale;STIF:StopPoint:Q:20263:
Blery;STIF:StopPoint:Q:17505:
Bleuets;STIF:StopPoint:Q:11363:
Bleury;STIF:StopPoint:Q:14394:
Bligny CMC;STIF:StopPoint:Q:4687:
Blondeaux - Ecoles;STIF:StopPoint:Q:23245:
Blum;STIF:StopPoint:Q:38122:
Blum - Belgrand;STIF:StopPoint:Q:23403:
Blum - Frettes;STIF:StopPoint:Q:37247:
Blum - Saussaies;STIF:StopPoint:Q:37248:
Blum Senlis;STIF:StopPoint:Q:422296:
Blumenthal;STIF:StopPoint:Q:42105:
Bobigny - Benoit Frachon;STIF:StopPoint:Q:2246:
Bobigny - Pablo Picasso;STIF:StopPoint:Q:37418:
Bobigny Pablo Picasso;STIF:StopPoint:Q:463131:
Bobigny-Pantin - Raymond Queneau;STIF:StopPoint:Q:463002:
Bobillot;STIF:StopPoint:Q:28221:
Bobillot - Tolbiac;STIF:StopPoint:Q:28023:
Boblingen;STIF:StopPoint:Q:9005:
Bocquets;STIF:StopPoint:Q:17449:
Boeldieu;STIF:StopPoint:Q:3391:
Boggio;STIF:StopPoint:Q:29671:
Boieldieu;STIF:StopPoint:Q:39353:
Boigneville;STIF:StopPoint:Q:7266:
Boigny / Silo;STIF:StopPoint:Q:461996:
Boigny Centre;STIF:StopPoint:Q:480263:
Boigny Passage a Niveau;STIF:StopPoint:Q:480266:
Boigny Salle Polyvalente;STIF:StopPoint:Q:480261:
Boile;STIF:StopPoint:Q:5497:
Boileau;STIF:StopPoint:Q:17044:
Boinveau;STIF:StopPoint:Q:478583:
Bois aux Moines;STIF:StopPoint:Q:18385:
Bois Badeau;STIF:StopPoint:Q:2914:
Bois Bailleul;STIF:StopPoint:Q:23551:
Bois Baudry Centre;STIF:StopPoint:Q:6238:
Bois Beaudoin;STIF:StopPoint:Q:30434:
Bois Bleu;STIF:StopPoint:Q:14257:
Bois Bodin / Centre Commercial;STIF:StopPoint:Q:424293:
Bois Bourdon;STIF:StopPoint:Q:427489:
Bois Briard;STIF:StopPoint:Q:462577:
Bois Cahue;STIF:StopPoint:Q:14747:
Bois Carre;STIF:StopPoint:Q:4715:
Bois Cerdon;STIF:StopPoint:Q:13197:
Bois Chaland;STIF:StopPoint:Q:3736:
Bois Champbault;STIF:StopPoint:Q:485690:
Bois Clairs;STIF:StopPoint:Q:11661:
Bois Colombes;STIF:StopPoint:Q:41134:
Bois d'amour;STIF:StopPoint:Q:486054:
Bois d'Ardeau;STIF:StopPoint:Q:426539:
Bois d'Aulne;STIF:StopPoint:Q:34861:
Bois d'Auteuil;STIF:StopPoint:Q:14854:
Bois de Bussy;STIF:StopPoint:Q:478488:
Bois de Chatillon;STIF:StopPoint:Q:16168:
Bois de Chatres;STIF:StopPoint:Q:411606:
Bois de Chigny;STIF:StopPoint:Q:418859:
Bois de Dormelles;STIF:StopPoint:Q:33984:
Bois de Fourcherolles;STIF:StopPoint:Q:21848:
Bois de Foy;STIF:StopPoint:Q:6712:
Bois de Grace;STIF:StopPoint:Q:426473:
Bois de la Ferme;STIF:StopPoint:Q:411700:
Bois de la Garenne;STIF:StopPoint:Q:20953:
Bois de la Grille;STIF:StopPoint:Q:20949:
Bois de la Grille Noire;STIF:StopPoint:Q:11389:
Bois de la Marne;STIF:StopPoint:Q:23041:
Bois de la Pucelle;STIF:StopPoint:Q:2947:
Bois de l'Aulne;STIF:StopPoint:Q:32783:
Bois de l'Etang;STIF:StopPoint:Q:20810:
Bois de l'Etang - Universite;STIF:StopPoint:Q:36420:
Bois de l'Etoile;STIF:StopPoint:Q:19055:
Bois de Loselet;STIF:StopPoint:Q:15331:
Bois de Mareil;STIF:StopPoint:Q:9529:
Bois de Merville;STIF:StopPoint:Q:18517:
Bois de Montmarre;STIF:StopPoint:Q:25077:
Bois de Saint-Eutrope;STIF:StopPoint:Q:486969:
Bois d'Ecouen;STIF:StopPoint:Q:28471:
Bois des Bonnets;STIF:StopPoint:Q:414465:
Bois des Chenes;STIF:StopPoint:Q:479095:
Bois des Chevrons;STIF:StopPoint:Q:16121:
Bois des Coudraies;STIF:StopPoint:Q:3738:
Bois des Friches;STIF:StopPoint:Q:419075:
Bois des Gaulles;STIF:StopPoint:Q:31317:
Bois des Gonards;STIF:StopPoint:Q:477617:
Bois des Horcees;STIF:StopPoint:Q:34111:
Bois des Noes;STIF:StopPoint:Q:420024:
Bois des Rames;STIF:StopPoint:Q:11435:
Bois Dieu;STIF:StopPoint:Q:31460:
Bois Dormant;STIF:StopPoint:Q:7395:
Bois du Bray;STIF:StopPoint:Q:424108:
Bois du Chene;STIF:StopPoint:Q:11151:
Bois du Fief;STIF:StopPoint:Q:8817:
Bois du Roi;STIF:StopPoint:Q:11374:
Bois Fleuri;STIF:StopPoint:Q:13084:
Bois Fourgon;STIF:StopPoint:Q:3492:
Bois Fremy;STIF:StopPoint:Q:8561:
Bois Galon;STIF:StopPoint:Q:36505:
Bois Guillaume;STIF:StopPoint:Q:23550:
Bois Guyot;STIF:StopPoint:Q:6502:
Bois Herpin;STIF:StopPoint:Q:485632:
Bois Huard;STIF:StopPoint:Q:33986:
Bois Huguenot;STIF:StopPoint:Q:6950:
Bois Jacques;STIF:StopPoint:Q:14243:
Bois Joli;STIF:StopPoint:Q:411575:
Bois Joly;STIF:StopPoint:Q:34508:
Bois La Croix;STIF:StopPoint:Q:36354:
Bois l'Abbe;STIF:StopPoint:Q:27790:
Bois le Pretre;STIF:StopPoint:Q:412999:
Bois le Roi;STIF:StopPoint:Q:30520:
Bois Madame;STIF:StopPoint:Q:16770:
Bois Maillard;STIF:StopPoint:Q:419691:
Bois Matar;STIF:StopPoint:Q:17210:
Bois Meresse;STIF:StopPoint:Q:34801:
Bois Minard;STIF:StopPoint:Q:411643:
