name;MonitoringRef
Presle;STIF:StopPoint:Q:477055:
Presle RD 43;STIF:StopPoint:Q:425580:
Presles;STIF:StopPoint:Q:32907:
Presles - Courcelles;STIF:StopPoint:Q:472253:
Presles Courcelles;STIF:StopPoint:Q:41108:
Pressoir;STIF:StopPoint:Q:14154:
Pressoir Prompt;STIF:StopPoint:Q:9411:
Pressoir-Parc d'Entreprises;STIF:StopPoint:Q:15580:
Pressoucy;STIF:StopPoint:Q:6029:
Pretatier;STIF:StopPoint:Q:35698:
Preventorium;STIF:StopPoint:Q:17382:
Previlliers;STIF:StopPoint:Q:10517:
Prieur;STIF:StopPoint:Q:31158:
Prieur de la Cote d'Or;STIF:StopPoint:Q:24366:
Prieure;STIF:StopPoint:Q:5918:
Primefosse;STIF:StopPoint:Q:6478:
Primeveres;STIF:StopPoint:Q:425007:
Prince Wagram;STIF:StopPoint:Q:17114:
Princesse Croissy;STIF:StopPoint:Q:32352:
Procession;STIF:StopPoint:Q:21437:
Processions;STIF:StopPoint:Q:427889:
Professeur Cadiot;STIF:StopPoint:Q:488836:
Professeur Calmette;STIF:StopPoint:Q:5360:
Professeur Einstein;STIF:StopPoint:Q:8181:
Professeur Roux;STIF:StopPoint:Q:34637:
Professeur Vaillant;STIF:StopPoint:Q:21611:
Progres;STIF:StopPoint:Q:426489:
Progres - Armand Carrel;STIF:StopPoint:Q:24739:
Progres - Emile Zola;STIF:StopPoint:Q:24738:
Promenade des Tilleuls;STIF:StopPoint:Q:18519:
Promenade du Nord;STIF:StopPoint:Q:477710:
Promenades;STIF:StopPoint:Q:6280:
Proudhon;STIF:StopPoint:Q:36593:
Provence;STIF:StopPoint:Q:17557:
Provence - Drouot;STIF:StopPoint:Q:27116:
Provence - Faubourg Montmartre;STIF:StopPoint:Q:28565:
Provenchere;STIF:StopPoint:Q:463467:
Providence;STIF:StopPoint:Q:4286:
Provins;STIF:StopPoint:Q:41041:
Prudhon;STIF:StopPoint:Q:7538:
Prunelliers;STIF:StopPoint:Q:31258:
PSR;STIF:StopPoint:Q:16564:
Puce;STIF:StopPoint:Q:17470:
Puget;STIF:StopPoint:Q:7000:
Pugno;STIF:StopPoint:Q:18335:
Puiselet;STIF:StopPoint:Q:425087:
Puiseux;STIF:StopPoint:Q:416957:
Puit Fleury;STIF:StopPoint:Q:6781:
Puits au Loup;STIF:StopPoint:Q:414354:
Puits Beau;STIF:StopPoint:Q:30356:
Puits d'Angle;STIF:StopPoint:Q:474278:
Puits du Gue;STIF:StopPoint:Q:15628:
Puits La Marliere;STIF:StopPoint:Q:38211:
Puits Perdu - Rue des Champs;STIF:StopPoint:Q:35387:
Puits Sans Vin;STIF:StopPoint:Q:25590:
Puits Sucre;STIF:StopPoint:Q:411619:
Puits-Mi-Ville;STIF:StopPoint:Q:5082:
Puteaux;STIF:StopPoint:Q:39349:
Puvis de Chavannes;STIF:StopPoint:Q:23717:
Pylandries;STIF:StopPoint:Q:3299:
Pyramide;STIF:StopPoint:Q:463359:
Pyramide - Parc Floral;STIF:StopPoint:Q:463944:
Pyramide de Brunoy;STIF:StopPoint:Q:41505:
Pyramide de Juvisy;STIF:StopPoint:Q:8292:
Pyramides;STIF:StopPoint:Q:27070:
Pyramides - Saint-Honore;STIF:StopPoint:Q:22994:
Pyramides - Tuileries;STIF:StopPoint:Q:24703:
Pyramides / Lycee des Loges;STIF:StopPoint:Q:41400:
Pyrenees;STIF:StopPoint:Q:16929:
Pyrenees - Bagnolet;STIF:StopPoint:Q:26550:
Pyrenees - Belleville;STIF:StopPoint:Q:8426:
Pyrenees - Docteur Netter;STIF:StopPoint:Q:36631:
Pyrenees - Menilmontant;STIF:StopPoint:Q:29414:
Pythagore;STIF:StopPoint:Q:23911:
Quai aux Fleurs-Pont St-Louis;STIF:StopPoint:Q:463541:
Quai aux Vins;STIF:StopPoint:Q:424565:
Quai d'Austerlitz;STIF:StopPoint:Q:463816:
Quai de Clichy;STIF:StopPoint:Q:8062:
Quai de la Courtille;STIF:StopPoint:Q:30470:
Quai de la Gare;STIF:StopPoint:Q:463556:
Quai de la Rapee;STIF:StopPoint:Q:463289:
Quai de la Seine - Stalingrad;STIF:StopPoint:Q:24606:
Quai de la Tour;STIF:StopPoint:Q:40552:
Quai de Marne;STIF:StopPoint:Q:9894:
Quai de Saint-Ouen;STIF:StopPoint:Q:25881:
Quai de Seine;STIF:StopPoint:Q:7868:
Quai des Gresillons;STIF:StopPoint:Q:27412:
Quai des Marques;STIF:StopPoint:Q:5333:
Quai des Vallees 1;STIF:StopPoint:Q:30557:
Quai des Vallees 2;STIF:StopPoint:Q:426751:
Quai des Vallees 3;STIF:StopPoint:Q:35967:
Quai du Chatelier n°15;STIF:StopPoint:Q:25871:
Quai du Chatelier n°9;STIF:StopPoint:Q:25870:
Quai du Genie;STIF:StopPoint:Q:421254:
Quai du Point du Jour;STIF:StopPoint:Q:7839:
Quai du Pothuis;STIF:StopPoint:Q:8630:
Quai François Mitterrand;STIF:StopPoint:Q:27330:
Quai Joffre;STIF:StopPoint:Q:31171:
Quai Lucien Lefranc;STIF:StopPoint:Q:36989:
Quai Marechal Leclerc;STIF:StopPoint:Q:30535:
Quai Pasteur;STIF:StopPoint:Q:15624:
Quai Planson;STIF:StopPoint:Q:10675:
Quai Riquiez;STIF:StopPoint:Q:9440:
Quai Rossignol;STIF:StopPoint:Q:31013:
Quai Saint-Martin;STIF:StopPoint:Q:39964:
Quai Victor Hugo;STIF:StopPoint:Q:33842:
Quartier de la Mesure;STIF:StopPoint:Q:11619:
Quartier de Noailles;STIF:StopPoint:Q:34874:
Quartier des Fleurs;STIF:StopPoint:Q:23576:
Quartier du Port;STIF:StopPoint:Q:21697:
Quartier Gally;STIF:StopPoint:Q:483716:
Quartier Nord;STIF:StopPoint:Q:37506:
Quatre Arpents;STIF:StopPoint:Q:5731:
Quatre Chemins;STIF:StopPoint:Q:33479:
Quatre Chemins - Edouard Vaillant;STIF:StopPoint:Q:22521:
Quatre Chemins - La Poste;STIF:StopPoint:Q:22570:
Quatre Chemins - Pauline Kergomard;STIF:StopPoint:Q:28919:
Quatre Chemins - Republique;STIF:StopPoint:Q:29299:
Quatre Paves;STIF:StopPoint:Q:425402:
Quatre Routes;STIF:StopPoint:Q:11550:
Quatre Routes - La Redoute;STIF:StopPoint:Q:23861:
Quatre Saisons;STIF:StopPoint:Q:33470:
Quatre Septembre;STIF:StopPoint:Q:28736:
Quatre Vents;STIF:StopPoint:Q:40261:
Quatre-Vents;STIF:StopPoint:Q:482645:
Quebec;STIF:StopPoint:Q:19528:
Quebec 25;STIF:StopPoint:Q:11295:
Quebec 5;STIF:StopPoint:Q:2849:
Quenonville;STIF:StopPoint:Q:33594:
Quercy;STIF:StopPoint:Q:13699:
Quincampoix;STIF:StopPoint:Q:9181:
Quincy-sous-Senart;STIF:StopPoint:Q:41460:
R. Poincare;STIF:StopPoint:Q:4173:
Rabelais;STIF:StopPoint:Q:27781:
Rabourdin;STIF:StopPoint:Q:12710:
Racinay;STIF:StopPoint:Q:31261:
Racine;STIF:StopPoint:Q:13426:
Rademont;STIF:StopPoint:Q:484908:
Radiguet;STIF:StopPoint:Q:37321:
Radiguey;STIF:StopPoint:Q:24045:
Radio;STIF:StopPoint:Q:14984:
Radio France;STIF:StopPoint:Q:19743:
Radio France - Pont de Grenelle;STIF:StopPoint:Q:25504:
Raffet;STIF:StopPoint:Q:39333:
Rainford;STIF:StopPoint:Q:13336:
Rambouillet;STIF:StopPoint:Q:4591:
Rambouillet - Prairie;STIF:StopPoint:Q:424133:
Rambouillet - Prud'homme;STIF:StopPoint:Q:31265:
Rambuteau;STIF:StopPoint:Q:21992:
Ramon Saint Thibault;STIF:StopPoint:Q:34453:
Ramponeau;STIF:StopPoint:Q:463591:
Ramus;STIF:StopPoint:Q:29421:
Ranchien;STIF:StopPoint:Q:6429:
Ranelagh;STIF:StopPoint:Q:25414:
Rangee;STIF:StopPoint:Q:9042:
Rangiport;STIF:StopPoint:Q:18591:
Raoul Dautry;STIF:StopPoint:Q:11463:
Raoul Delattre;STIF:StopPoint:Q:2629:
Raoul Dufy;STIF:StopPoint:Q:420017:
RAPP - La Bourdonnais;STIF:StopPoint:Q:23317:
Raspail;STIF:StopPoint:Q:10772:
Raspail - Edgar Quinet;STIF:StopPoint:Q:42075:
Raspail - Fleurus;STIF:StopPoint:Q:28683:
Raspail - Jaures;STIF:StopPoint:Q:22423:
Raspail - Jean Jaures;STIF:StopPoint:Q:425263:
Raspail - Pont de Bonneuil;STIF:StopPoint:Q:27624:
Raspail - Republique;STIF:StopPoint:Q:24939:
Raspail - RER;STIF:StopPoint:Q:30090:
Ratisbonne;STIF:StopPoint:Q:3952:
Ravanne;STIF:StopPoint:Q:33676:
Ravel;STIF:StopPoint:Q:31262:
Ravine;STIF:StopPoint:Q:17991:
Raymond Aron;STIF:StopPoint:Q:420166:
Raymond Jaclard;STIF:StopPoint:Q:7768:
Raymond Lefevre;STIF:StopPoint:Q:38713:
Raymond Poincare;STIF:StopPoint:Q:37770:
Raymond Queneau - Anatole France;STIF:StopPoint:Q:37456:
Raymond Queneau - Metro;STIF:StopPoint:Q:37427:
Raymond Queneau - Route de Noisy;STIF:StopPoint:Q:37428:
Raymond Rochon;STIF:StopPoint:Q:28946:
Rayon;STIF:StopPoint:Q:29532:
Razel;STIF:StopPoint:Q:20349:
Razel RD446;STIF:StopPoint:Q:18751:
RD 190 / RN 184;STIF:StopPoint:Q:423106:
RD 402;STIF:StopPoint:Q:10747:
RD 88;STIF:StopPoint:Q:419273:
RD 928;STIF:StopPoint:Q:5537:
RD47;STIF:StopPoint:Q:485538:
RD7 - Pont de Neuilly;STIF:StopPoint:Q:25835:
Reaumur;STIF:StopPoint:Q:24535:
Reaumur - Arts et Metiers;STIF:StopPoint:Q:24791:
Reaumur - Montmartre;STIF:StopPoint:Q:26751:
Reaumur - Sebastopol;STIF:StopPoint:Q:22984:
Rebours;STIF:StopPoint:Q:16029:
Rechossiere;STIF:StopPoint:Q:26661:
Rechsteiner;STIF:StopPoint:Q:420614:
Reculet;STIF:StopPoint:Q:36173:
Redingote;STIF:StopPoint:Q:4097:
Regalles;STIF:StopPoint:Q:33176:
Regard;STIF:StopPoint:Q:35966:
Regnault;STIF:StopPoint:Q:480384:
Reims - Domont;STIF:StopPoint:Q:413226:
Reims - Hotel des Impots;STIF:StopPoint:Q:22848:
Reims-Pitet;STIF:StopPoint:Q:462450:
Reine Amelie de Portugal;STIF:StopPoint:Q:477540:
Reine Astrid;STIF:StopPoint:Q:32515:
Reine Blanche;STIF:StopPoint:Q:23052:
Reinebourg;STIF:StopPoint:Q:13217:
Reinette;STIF:StopPoint:Q:19886:
Relais Cocatrix;STIF:StopPoint:Q:11986:
Relais Forestier;STIF:StopPoint:Q:17321:
Relais Jeunesse;STIF:StopPoint:Q:14166:
Relais Sainte Honorine;STIF:StopPoint:Q:34775:
Religieuses;STIF:StopPoint:Q:3051:
Remauville;STIF:StopPoint:Q:33920:
Remise a Jorelle;STIF:StopPoint:Q:472376:
Remise Neuve;STIF:StopPoint:Q:11989:
Remonteru;STIF:StopPoint:Q:17058:
Remparts;STIF:StopPoint:Q:35603:
Renaissance;STIF:StopPoint:Q:38706:
Renan - Foucher Lepelletier;STIF:StopPoint:Q:24718:
Renardiere;STIF:StopPoint:Q:31565:
Renardiere - Delacroix;STIF:StopPoint:Q:16608:
Renault;STIF:StopPoint:Q:11990:
Rendez-Vous;STIF:StopPoint:Q:462647:
Rendez-vous Chateau;STIF:StopPoint:Q:484907:
Rene Alazard - Sadi Carnot;STIF:StopPoint:Q:39713:
Rene Albert;STIF:StopPoint:Q:34766:
Rene Arcos;STIF:StopPoint:Q:39622:
Rene Bazin;STIF:StopPoint:Q:22315:
Rene Benoist;STIF:StopPoint:Q:10909:
Rene Binet;STIF:StopPoint:Q:419000:
Rene Briand;STIF:StopPoint:Q:7544:
Rene Camier (Palais de justice);STIF:StopPoint:Q:7860:
Rene Cassin;STIF:StopPoint:Q:33191:
Rene Clair;STIF:StopPoint:Q:11992:
Rene Coty;STIF:StopPoint:Q:27573:
Rene Descartes;STIF:StopPoint:Q:8126:
Rene Deschamps;STIF:StopPoint:Q:18855:
Rene et Isa Lefevre;STIF:StopPoint:Q:2369:
Rene Fonck;STIF:StopPoint:Q:26265:
Rene Navier;STIF:StopPoint:Q:2386:
Rene Panhard;STIF:StopPoint:Q:36131:
Rene Pierre;STIF:StopPoint:Q:422594:
Rene Renault;STIF:StopPoint:Q:17993:
Reneuse;STIF:StopPoint:Q:39256:
Rennes;STIF:StopPoint:Q:22049:
Rennes - d'Assas;STIF:StopPoint:Q:37139:
Rennes - Littre;STIF:StopPoint:Q:22639:
Rennes - Raspail;STIF:StopPoint:Q:28713:
Rennes - Saint-Placide;STIF:StopPoint:Q:37140:
Renoir;STIF:StopPoint:Q:5582:
Renouveau;STIF:StopPoint:Q:5639:
Rentilly;STIF:StopPoint:Q:15350:
Replonges;STIF:StopPoint:Q:10694:
Republique;STIF:StopPoint:Q:5705:
Republique - Alexandre Fourny;STIF:StopPoint:Q:39518:
Republique - Blum;STIF:StopPoint:Q:22463:
Republique - Colombes;STIF:StopPoint:Q:420569:
Republique - Deforges;STIF:StopPoint:Q:22447:
Republique - Division Leclerc;STIF:StopPoint:Q:29914:
Republique - François Mitterrand;STIF:StopPoint:Q:25766:
Republique - Gaite;STIF:StopPoint:Q:23239:
Republique - General Leclerc;STIF:StopPoint:Q:26710:
Republique - La Poste;STIF:StopPoint:Q:415338:
Republique - Liberte;STIF:StopPoint:Q:480834:
Republique - Magenta;STIF:StopPoint:Q:26772:
Republique - Magenta;STIF:StopPoint:Q:28559:
Republique - Marx Dormoy;STIF:StopPoint:Q:427598:
Republique - Marx Dormoy;STIF:StopPoint:Q:480813:
Republique - Paladhile;STIF:StopPoint:Q:29367:
Republique - Robespierre;STIF:StopPoint:Q:23333:
Republique - Stalingrad;STIF:StopPoint:Q:37764:
Republique - Vaillant Couturier / Vitry-sur-Seine Gare;STIF:StopPoint:Q:23368:
Republique - Vinson;STIF:StopPoint:Q:23528:
Republique - Voltaire;STIF:StopPoint:Q:23668:
Republique / Groupe Scolaire;STIF:StopPoint:Q:479513:
Republique Etats-Unis;STIF:StopPoint:Q:4341:
Republique Gare Saint-Cyr;STIF:StopPoint:Q:12349:
Republique Leclerc;STIF:StopPoint:Q:32186:
Republique Lesseps;STIF:StopPoint:Q:4253:
Republique Marx Dormoy;STIF:StopPoint:Q:19214:
Republique P.V. Couturier / Trappes;STIF:StopPoint:Q:411255:
Republique P.V.Couturier;STIF:StopPoint:Q:20836:
Republique Pathe;STIF:StopPoint:Q:32188:
Resedas;STIF:StopPoint:Q:7547:
Reservoir;STIF:StopPoint:Q:34715:
Reservoirs;STIF:StopPoint:Q:20170:
Residence;STIF:StopPoint:Q:11677:
Residence Ambroise Croizat;STIF:StopPoint:Q:38711:
Residence aux Bois;STIF:StopPoint:Q:38354:
Residence de France;STIF:StopPoint:Q:419143:
Residence de Guinette;STIF:StopPoint:Q:426951:
Residence de la Marne;STIF:StopPoint:Q:478024:
Residence de la Plaine;STIF:StopPoint:Q:10677:
Residence de l'Yvette;STIF:StopPoint:Q:21859:
Residence de Vaux;STIF:StopPoint:Q:8885:
Residence des Iles;STIF:StopPoint:Q:29950:
Residence des Moulins;STIF:StopPoint:Q:10679:
Residence des Pommiers;STIF:StopPoint:Q:10563:
Residence des Tilleuls;STIF:StopPoint:Q:36353:
Residence du Chateau;STIF:StopPoint:Q:30626:
Residence du Grand Morin;STIF:StopPoint:Q:10966:
Residence du Lac;STIF:StopPoint:Q:18677:
Residence du Parc;STIF:StopPoint:Q:478571:
Residence du Parc - Mairie;STIF:StopPoint:Q:11486:
Residence du Stade;STIF:StopPoint:Q:5205:
Residence Europe;STIF:StopPoint:Q:12713:
Residence Fontanges;STIF:StopPoint:Q:27174:
Residence Greffulhe;STIF:StopPoint:Q:480178:
Residence Jean Monnet;STIF:StopPoint:Q:13088:
Residence Jules Cesar;STIF:StopPoint:Q:5214:
Residence La Foret;STIF:StopPoint:Q:4323:
Residence La Rocade;STIF:StopPoint:Q:9520:
Residence La Vallee;STIF:StopPoint:Q:462645:
Residence le Menton;STIF:StopPoint:Q:10742:
Residence Le Notre;STIF:StopPoint:Q:20272:
Residence Les Bois;STIF:StopPoint:Q:12716:
Residence Les Lauriers;STIF:StopPoint:Q:4327:
Residence Saint-Laurent;STIF:StopPoint:Q:11395:
Residence Seine et Oise;STIF:StopPoint:Q:34829:
Residence Verdun;STIF:StopPoint:Q:39449:
Residence Wilson;STIF:StopPoint:Q:18433:
Resistance;STIF:StopPoint:Q:10243:
Rethondes;STIF:StopPoint:Q:7549:
Rethoree - Epineuse;STIF:StopPoint:Q:6320:
Retolut;STIF:StopPoint:Q:480248:
Reuilly - Diderot;STIF:StopPoint:Q:24805:
Reveil Matin;STIF:StopPoint:Q:17140:
Reveillon;STIF:StopPoint:Q:16269:
Reveillon ecoles;STIF:StopPoint:Q:14986:
Reveillon PLR;STIF:StopPoint:Q:16603:
Revol;STIF:StopPoint:Q:426783:
Rey de Foresta;STIF:StopPoint:Q:14368:
Rhin - Danube;STIF:StopPoint:Q:13968:
Rhin et Danube;STIF:StopPoint:Q:27601:
Rhin et Danube - Metro;STIF:StopPoint:Q:37129:
Rhin et Danube - Musee Albert Kahn;STIF:StopPoint:Q:427169:
Rhus;STIF:StopPoint:Q:29514:
Riantes Cites;STIF:StopPoint:Q:28174:
Ribordy;STIF:StopPoint:Q:13218:
Ribot Barbier;STIF:StopPoint:Q:32194:
Ricardo;STIF:StopPoint:Q:25290:
Ricardo - Le Plateau;STIF:StopPoint:Q:24090:
Richard Lenoir;STIF:StopPoint:Q:26286:
Richard Mique;STIF:StopPoint:Q:4205:
Richarderie;STIF:StopPoint:Q:5755:
Richard-Lenoir;STIF:StopPoint:Q:22002:
Richelieu - 4 Septembre;STIF:StopPoint:Q:27320:
Richelieu - Drouot;STIF:StopPoint:Q:42045:
Richelieu - Drouot - Mairie du 9e;STIF:StopPoint:Q:27117:
Rie;STIF:StopPoint:Q:15226:
Rigaudin;STIF:StopPoint:Q:15480:
Rigny;STIF:StopPoint:Q:6866:
Riquet;STIF:StopPoint:Q:24669:
Ris Orangis;STIF:StopPoint:Q:41341:
Ris-Orangis Bois de l'Epine;STIF:StopPoint:Q:8473:
Rivay - Quai Michelet;STIF:StopPoint:Q:41998:
Rive de Seine;STIF:StopPoint:Q:30433:
River Plaza;STIF:StopPoint:Q:7748:
Rives de la Viosne;STIF:StopPoint:Q:416965:
Rives de Maubuee;STIF:StopPoint:Q:15253:
Rives de Seine;STIF:StopPoint:Q:427278:
Rivoli;STIF:StopPoint:Q:25459:
Rivoli - Chatelet;STIF:StopPoint:Q:9119:
Rivoli - Pont Neuf;STIF:StopPoint:Q:37548:
RMT;STIF:StopPoint:Q:4674:
RN;STIF:StopPoint:Q:2187:
RN 4;STIF:StopPoint:Q:24223:
RN Santeny;STIF:StopPoint:Q:14995:
RN15 - Rue des Pres;STIF:StopPoint:Q:14814:
RN19;STIF:StopPoint:Q:6146:
RN34;STIF:StopPoint:Q:10845:
RN36;STIF:StopPoint:Q:6645:
RN7 - Lisses;STIF:StopPoint:Q:423857:
RN7 La Poste;STIF:StopPoint:Q:30458:
Robert Bremond;STIF:StopPoint:Q:19117:
Robert Capa;STIF:StopPoint:Q:485513:
Robert de Dreux;STIF:StopPoint:Q:17533:
Robert Foulon;STIF:StopPoint:Q:30052:
Robert Hertz;STIF:StopPoint:Q:12312:
Robert Lavergne;STIF:StopPoint:Q:28487:
Robert Levol;STIF:StopPoint:Q:20462:
Robert Schuman;STIF:StopPoint:Q:471873:
Robert Schuman (Parc Silic Centre);STIF:StopPoint:Q:35938:
Robert Schumann;STIF:StopPoint:Q:20150:
Robert Surcouf;STIF:StopPoint:Q:20960:
Robert Thiboust;STIF:StopPoint:Q:15578:
Robert Wagner;STIF:StopPoint:Q:12700:
Robespierre;STIF:StopPoint:Q:463053:
Robespierre - Edouard Vaillant;STIF:StopPoint:Q:22334:
Robinson;STIF:StopPoint:Q:420464:
Robinson - Limite de Saint-Denis;STIF:StopPoint:Q:26993:
Robinson RER;STIF:StopPoint:Q:480308:
Rochechouart - Clignancourt;STIF:StopPoint:Q:28246:
Rochechouart - Martyrs;STIF:StopPoint:Q:28019:
Rochefontaine;STIF:StopPoint:Q:20417:
Rochefort;STIF:StopPoint:Q:7006:
Rochegude;STIF:StopPoint:Q:27702:
Rocher d'Avon;STIF:StopPoint:Q:30780:
Rocher Vert;STIF:StopPoint:Q:33835:
Rochers;STIF:StopPoint:Q:25914:
Rocheton Stade;STIF:StopPoint:Q:31188:
Rochettes;STIF:StopPoint:Q:462250:
Roconval;STIF:StopPoint:Q:417013:
Rocourt;STIF:StopPoint:Q:34988:
Rodin;STIF:StopPoint:Q:22690:
Roger Dehasque;STIF:StopPoint:Q:14531:
Roger Genty;STIF:StopPoint:Q:33760:
Roger Salengro;STIF:StopPoint:Q:8775:
Roger Salengro - Fontainebleau;STIF:StopPoint:Q:26903:
Roger Salomon;STIF:StopPoint:Q:7962:
Roger Semat;STIF:StopPoint:Q:413206:
Rogeries;STIF:StopPoint:Q:33792:
Roi de Rome;STIF:StopPoint:Q:31323:
Roinvilliers;STIF:StopPoint:Q:7374:
Roissy en Brie;STIF:StopPoint:Q:41033:
Roissy Haut;STIF:StopPoint:Q:9466:
Roissy Parc;STIF:StopPoint:Q:38730:
Roissy-en-Brie;STIF:StopPoint:Q:463362:
Roissypole - Aeroport CDG1 (B1);STIF:StopPoint:Q:426791:
Roissypole - Aeroport CDG1 (B3);STIF:StopPoint:Q:477638:
Roissypole - Aeroport CDG1 (B4);STIF:StopPoint:Q:427388:
Roissypole - Aeroport CDG1 (C2);STIF:StopPoint:Q:426814:
Roissypole - Aeroport CDG1 (D1);STIF:StopPoint:Q:471706:
Roissypole - Aeroport CDG1 (D2);STIF:StopPoint:Q:13071:
Roissypole - Aeroport CDG1 (D3);STIF:StopPoint:Q:13070:
Roissypole - Aeroport CDG1 (E1);STIF:StopPoint:Q:35054:
Roissypole - Aeroport CDG1 (E2);STIF:StopPoint:Q:34203:
Roissypole - Aeroport CDG1 (E4);STIF:StopPoint:Q:426806:
Roissypole - Aeroport CDG1 (F1);STIF:StopPoint:Q:426807:
Roissypole - Aeroport CDG1 (F2);STIF:StopPoint:Q:477719:
Roissypole - Aeroport CDG1 (G1);STIF:StopPoint:Q:477718:
Roissypole - Aeroport CDG1 (G3);STIF:StopPoint:Q:14651:
Roissypole - Aeroport CDG1 Terminal 3 (C4);STIF:StopPoint:Q:426813:
Roissypole Aeroport CDG;STIF:StopPoint:Q:488050:
Roissypole Aeroport CDG 1;STIF:StopPoint:Q:487504:
Roissypole Aeroport CDG T1;STIF:StopPoint:Q:485088:
Roland Cauchy;STIF:StopPoint:Q:27865:
Roland Garros;STIF:StopPoint:Q:25076:
Roland Le Nestour;STIF:StopPoint:Q:427040:
Rolanderie;STIF:StopPoint:Q:463497:
Romain Rolland;STIF:StopPoint:Q:7636:
Romaine Vimont;STIF:StopPoint:Q:14989:
Romainville;STIF:StopPoint:Q:20923:
Romainville - Carnot;STIF:StopPoint:Q:426155:
Romance;STIF:StopPoint:Q:488710:
Rombarde;STIF:StopPoint:Q:9145:
Rome;STIF:StopPoint:Q:478489:
Rome - Batignolles;STIF:StopPoint:Q:27477:
Rome - Haussmann;STIF:StopPoint:Q:28540:
Rome-d'Esparbes;STIF:StopPoint:Q:13308:
Romeny;STIF:StopPoint:Q:6377:
Ronceray;STIF:StopPoint:Q:13735:
Rond Point;STIF:StopPoint:Q:11996:
Rond point CD148 - CD17;STIF:StopPoint:Q:2891:
Rond Point de Verville;STIF:StopPoint:Q:9446:
Rond point des Chenes;STIF:StopPoint:Q:32663:
Rond Point du Miroir;STIF:StopPoint:Q:8966:
Rond Point du Souvenir;STIF:StopPoint:Q:485715:
Rond Point Pablo Neruda;STIF:StopPoint:Q:18887:
Rond Point RD436;STIF:StopPoint:Q:10590:
Rond-Point;STIF:StopPoint:Q:2715:
Rond-Point - Centre;STIF:StopPoint:Q:417448:
Rond-Point - Maison Foujita;STIF:StopPoint:Q:416758:
Rond-Point (Gare RER);STIF:StopPoint:Q:23077:
Rond-Point / Carrefour de l'Europe;STIF:StopPoint:Q:35045:
Rond-Point Andre Malraux;STIF:StopPoint:Q:35197:
Rond-Point Bois Minard;STIF:StopPoint:Q:34044:
Rond-Point Camille Claudel;STIF:StopPoint:Q:11604:
Rond-Point d'Attainville;STIF:StopPoint:Q:35066:
Rond-Point de Bonneuil;STIF:StopPoint:Q:16937:
Rond-Point de Chasse;STIF:StopPoint:Q:21098:
Rond-Point de Collegien;STIF:StopPoint:Q:15355:
Rond-Point de Fleury;STIF:StopPoint:Q:3103:
Rond-Point de Grignon;STIF:StopPoint:Q:5874:
Rond-Point de la Breche;STIF:StopPoint:Q:35042:
Rond-Point de la Chapelle;STIF:StopPoint:Q:20232:
Rond-Point de la Chasse;STIF:StopPoint:Q:5207:
Rond-Point de la Division Leclerc;STIF:StopPoint:Q:19023:
Rond-Point de la Roche;STIF:StopPoint:Q:415430:
Rond-Point de l'Etang;STIF:StopPoint:Q:38309:
Rond-Point de l'Etoile;STIF:StopPoint:Q:4166:
Rond-Point de l'Europe;STIF:StopPoint:Q:35044:
Rond-point de l'Hopital;STIF:StopPoint:Q:22437:
Rond-Point de l'Ile;STIF:StopPoint:Q:14164:
Rond-Point de Montreux;STIF:StopPoint:Q:11504:
Rond-Point des Bois;STIF:StopPoint:Q:14990:
Rond-Point des Bruyeres;STIF:StopPoint:Q:8150:
Rond-Point des Cedres;STIF:StopPoint:Q:426746:
Rond-Point des Champs-elysees;STIF:StopPoint:Q:24251:
Rond-Point des Champs-elysees - Franklin D. Roosevelt;STIF:StopPoint:Q:22970:
Rond-Point des Champs-elysees - Matignon;STIF:StopPoint:Q:27332:
Rond-Point des ecoles;STIF:StopPoint:Q:36193:
Rond-Point des Pyramides;STIF:StopPoint:Q:26871:
Rond-Point des Rois;STIF:StopPoint:Q:13345:
Rond-Point des Saules;STIF:StopPoint:Q:21018:
Rond-Point des Sciences;STIF:StopPoint:Q:16820:
Rond-Point des Vallees;STIF:StopPoint:Q:40808:
Rond-Point du 14 Juillet;STIF:StopPoint:Q:14580:
Rond-Point du Cedre;STIF:StopPoint:Q:9604:
Rond-Point du Chateau;STIF:StopPoint:Q:22255:
Rond-Point du Chene;STIF:StopPoint:Q:9606:
Rond-Point du Christ;STIF:StopPoint:Q:28306:
Rond-Point du Cormier;STIF:StopPoint:Q:417887:
Rond-Point du General Leclerc;STIF:StopPoint:Q:27348:
Rond-Point du Golf;STIF:StopPoint:Q:8719:
Rond-Point du Petit Clamart;STIF:StopPoint:Q:37002:
Rond-Point du Petit Clamart - RD 906;STIF:StopPoint:Q:426243:
Rond-Point du Petit Saint-Cloud;STIF:StopPoint:Q:425584:
Rond-Point du Pileu;STIF:StopPoint:Q:486161:
Rond-Point du Piple;STIF:StopPoint:Q:21484:
Rond-Point du Souvenir Français;STIF:StopPoint:Q:20275:
Rond-Point du Thillay;STIF:StopPoint:Q:35046:
Rond-Point du Tilleul;STIF:StopPoint:Q:9587:
Rond-Point Gagarine;STIF:StopPoint:Q:22623:
Rond-Point Gendarmerie;STIF:StopPoint:Q:32806:
Rond-Point Haut Gency;STIF:StopPoint:Q:9601:
Rond-Point Henri Barbusse;STIF:StopPoint:Q:35180:
Rond-Point Hopital;STIF:StopPoint:Q:22436:
Rond-Point Ile-de-France;STIF:StopPoint:Q:19333:
Rond-Point La Roche;STIF:StopPoint:Q:4794:
